,Class,Top word coefs 0,Top word coefs 1,Top word coefs 10,Top word coefs 11,Top word coefs 12,Top word coefs 13,Top word coefs 14,Top word coefs 15,Top word coefs 2,Top word coefs 3,Top word coefs 4,Top word coefs 5,Top word coefs 6,Top word coefs 7,Top word coefs 8,Top word coefs 9,Top words 0,Top words 1,Top words 10,Top words 11,Top words 12,Top words 13,Top words 14,Top words 15,Top words 2,Top words 3,Top words 4,Top words 5,Top words 6,Top words 7,Top words 8,Top words 9
11,POLPRIS,0.008665258895722385,0.011314814797734624,,,,,,,0.01199122566127792,,,,,,,,permit,president,,,,,,,death,,,,,,,
12,POLPRIS,0.00870971947875462,0.011614472197956503,,,,,,,0.01226338298614746,,,,,,,,strikes,low,,,,,,,seats,,,,,,,
13,POLPRIS,0.008808523031659538,0.011627334681002346,,,,,,,0.013319739137261312,,,,,,,,transitional,social,,,,,,,prohibits,,,,,,,
14,POLPRIS,0.010007394431418452,0.011722976108477707,,,,,,,0.014231479547939957,,,,,,,,released,right practice,,,,,,,refugee,,,,,,,
15,POLPRIS,0.010118456090156047,0.011907234376362619,,,,,,,0.014728688743228946,,,,,,,,investigations,code,,,,,,,complaints,,,,,,,
16,POLPRIS,0.01125441385032605,0.011910745519328211,,,,,,,0.014934351266800303,,,,,,,,reportedly,criticized,,,,,,,conditions,,,,,,,
17,POLPRIS,0.011370519968038518,0.012125337032412994,,,,,,,0.014997975600835833,,,,,,,,sentenced,arrest,,,,,,,unit,,,,,,,
18,POLPRIS,0.011614716322733252,0.013883500758757869,,,,,,,0.016500222759746545,,,,,,,,political,lacked,,,,,,,anjouan,,,,,,,
19,POLPRIS,0.01212698357782394,0.014529958397460723,,,,,,,0.01850390724267088,,,,,,,,protests,rape,,,,,,,reports,,,,,,,
0,SPEECH,0.00892719223188221,0.01382204419360573,,,,,,,0.012028145710721227,,,,,,,,charge,determined,,,,,,,charges,,,,,,,
1,SPEECH,0.008978095542759508,0.013921833956260609,,,,,,,0.012108060327034735,,,,,,,,association,approximately percent,,,,,,,supreme court,,,,,,,
2,SPEECH,0.008978903004765709,0.014335199636508335,,,,,,,0.01227686695007027,,,,,,,,threatened,status,,,,,,,unions,,,,,,,
3,SPEECH,0.009012285479503284,0.014568444949047884,,,,,,,0.012323790311204862,,,,,,,,anjouan,wage,,,,,,,workers,,,,,,,
4,SPEECH,0.009092299678843662,0.014623935696070319,,,,,,,0.012407058768449985,,,,,,,,appeals,prevent,,,,,,,freely,,,,,,,
5,SPEECH,0.009150349688722659,0.014826446170331214,,,,,,,0.012650647359833136,,,,,,,,required,related,,,,,,,killings,,,,,,,
6,SPEECH,0.009270427780636926,0.015031252264432552,,,,,,,0.012685810521965235,,,,,,,,developments,born,,,,,,,problem,,,,,,,
7,SPEECH,0.00935865123553771,0.015074933013336726,,,,,,,0.012694684166730679,,,,,,,,trafficking,illegal,,,,,,,later,,,,,,,
8,SPEECH,0.009422843682936674,0.015179979901426426,,,,,,,0.0130003418631373,,,,,,,,opposition,percent children,,,,,,,parties,,,,,,,
9,SPEECH,0.009587815485507334,0.015189618239035248,,,,,,,0.013047933051176071,,,,,,,,seychelles,censorship,,,,,,,detention,,,,,,,
10,SPEECH,0.010311879044049958,0.015365422799996453,,,,,,,0.013132135957296733,,,,,,,,albertine,conditions,,,,,,,office,,,,,,,
11,SPEECH,0.010410020470944852,0.015513539941508676,,,,,,,0.013224369554092905,,,,,,,,police killing,government did,,,,,,,government generally,,,,,,,
12,SPEECH,0.010427518147843337,0.01632716118535456,,,,,,,0.013964383498652838,,,,,,,,approval,governmental,,,,,,,judiciary,,,,,,,
13,SPEECH,0.010461678438809484,0.017197950704414097,,,,,,,0.014100197855955237,,,,,,,,allowed,journalists,,,,,,,trial,,,,,,,
14,SPEECH,0.010491931284390566,0.017242244797471884,,,,,,,0.014198882630335887,,,,,,,,majlis,generally,,,,,,,birth,,,,,,,
15,SPEECH,0.010596414356513529,0.01733342822440996,,,,,,,0.01515362974953065,,,,,,,,million,electoral,,,,,,,involving,,,,,,,
16,SPEECH,0.010833453367923703,0.018035535209998812,,,,,,,0.016016422518325128,,,,,,,,media,senior,,,,,,,rate,,,,,,,
17,SPEECH,0.010843118872071253,0.01807187237593303,,,,,,,0.016839725409309725,,,,,,,,did,station,,,,,,,right,,,,,,,
18,SPEECH,0.011456510289736637,0.01834721415154537,,,,,,,0.020849883790076223,,,,,,,,hold,subsequently,,,,,,,program,,,,,,,
19,SPEECH,0.011509878692041137,0.01866894073787026,,,,,,,0.025226925052455194,,,,,,,,shot,issue,,,,,,,individuals,,,,,,,
0,NEW_RELFRE,0.00801855697621211,0.011396565510250001,,,,,,,0.012127326603654426,,,,,,,,jehovahs,end government,,,,,,,trafficked,,,,,,,
1,NEW_RELFRE,0.008108496344544932,0.011448712842203024,,,,,,,0.012198327055525376,,,,,,,,holding,government continued,,,,,,,board,,,,,,,
2,NEW_RELFRE,0.008168168141778079,0.011636588277771228,,,,,,,0.012213842146740646,,,,,,,,include,hiring,,,,,,,information,,,,,,,
3,NEW_RELFRE,0.0083612363488705,0.011688370080676481,,,,,,,0.012789431157939056,,,,,,,,genocide,inspections,,,,,,,minister,,,,,,,
4,NEW_RELFRE,0.008364494540834686,0.011907982636678797,,,,,,,0.0129969749991541,,,,,,,,day,conduct,,,,,,,indigenous,,,,,,,
5,NEW_RELFRE,0.008365131549308078,0.011963354584445023,,,,,,,0.013162466144026191,,,,,,,,property,mining,,,,,,,internet,,,,,,,
6,NEW_RELFRE,0.00849277327937887,0.012010233826042317,,,,,,,0.013604626221219496,,,,,,,,reported,cpt,,,,,,,womens,,,,,,,
7,NEW_RELFRE,0.008577724505650086,0.012330282948275031,,,,,,,0.013615034596209007,,,,,,,,chee,face,,,,,,,individuals,,,,,,,
8,NEW_RELFRE,0.008654207978595847,0.012896567239160384,,,,,,,0.013803691803666154,,,,,,,,defense,decree,,,,,,,discrimination persons,,,,,,,
9,NEW_RELFRE,0.008823521806127296,0.013069575647260735,,,,,,,0.014040415606402911,,,,,,,,civil,king,,,,,,,generally respected,,,,,,,
10,NEW_RELFRE,0.00929072012083806,0.013070956874025978,,,,,,,0.014505681044343893,,,,,,,,acquitted,later,,,,,,,high,,,,,,,
11,NEW_RELFRE,0.009922276195464819,0.013414309369710912,,,,,,,0.015164644018540546,,,,,,,,island,corruption,,,,,,,march,,,,,,,
12,NEW_RELFRE,0.010085063242496556,0.013420461737585175,,,,,,,0.015617352425529266,,,,,,,,christians,especially,,,,,,,provide,,,,,,,
13,NEW_RELFRE,0.010485996413647362,0.013726872297973473,,,,,,,0.016193226657851754,,,,,,,,number,institutions,,,,,,,unions,,,,,,,
14,NEW_RELFRE,0.010605743470489929,0.014330471352489152,,,,,,,0.016324048398841263,,,,,,,,political,restricted,,,,,,,involving,,,,,,,
15,NEW_RELFRE,0.01092266552025674,0.014533071815934656,,,,,,,0.016438006438592032,,,,,,,,life,results,,,,,,,victims,,,,,,,
16,NEW_RELFRE,0.011525814774133695,0.015283037438777484,,,,,,,0.016576174189846037,,,,,,,,islamic,specifically,,,,,,,foreign,,,,,,,
17,NEW_RELFRE,0.011800791133356702,0.015813615312161838,,,,,,,0.016650561955558647,,,,,,,,conducted,established,,,,,,,respected,,,,,,,
18,NEW_RELFRE,0.01309867193023467,0.01602934124215784,,,,,,,0.017750232770841215,,,,,,,,al,law provides,,,,,,,students,,,,,,,
19,NEW_RELFRE,0.013213084751441118,0.016878165556153905,,,,,,,0.01861475738773195,,,,,,,,days,national,,,,,,,began,,,,,,,
0,DOMMOV,0.006781058648272424,0.009143878363789052,,,,,,,0.00893409932457362,,,,,,,,routinely,station,,,,,,,received,,,,,,,
1,DOMMOV,0.006856624961406497,0.00919755208183029,,,,,,,0.009037437395679016,,,,,,,,death,protests,,,,,,,demonstrators,,,,,,,
2,DOMMOV,0.006883382289101911,0.009346044240697066,,,,,,,0.009140109060908412,,,,,,,,requiring,centers,,,,,,,individuals,,,,,,,
3,DOMMOV,0.006939196359871415,0.009378992699293784,,,,,,,0.009289865325938845,,,,,,,,article,born,,,,,,,problems,,,,,,,
4,DOMMOV,0.0072014241826797035,0.00966157738979915,,,,,,,0.009333388629708545,,,,,,,,ltte,increased,,,,,,,violence,,,,,,,
5,DOMMOV,0.007219034349020851,0.0099196973317864,,,,,,,0.00954655089953408,,,,,,,,nepalese bhutanese,movement,,,,,,,recent,,,,,,,
6,DOMMOV,0.0073442412151214975,0.009925990669331482,,,,,,,0.009717650942975506,,,,,,,,seleka,sexual exploitation,,,,,,,significant,,,,,,,
7,DOMMOV,0.007670758490349733,0.009972936841881417,,,,,,,0.009786528356148606,,,,,,,,restricted,interim government,,,,,,,ai,,,,,,,
8,DOMMOV,0.007731281468953207,0.009985732797722035,,,,,,,0.009880483873840747,,,,,,,,special,bih,,,,,,,generally respected,,,,,,,
9,DOMMOV,0.0077482077227445925,0.010221235177268107,,,,,,,0.009887485265377026,,,,,,,,rpa,exploitation,,,,,,,prime minister,,,,,,,
10,DOMMOV,0.007811645782362385,0.010497803421263992,,,,,,,0.009922197927181268,,,,,,,,million,sentences,,,,,,,meetings,,,,,,,
11,DOMMOV,0.007816680187853583,0.010699577944305481,,,,,,,0.01004792138103742,,,,,,,,torture,various,,,,,,,minimum,,,,,,,
12,DOMMOV,0.007881153311991424,0.010777736669788446,,,,,,,0.010059262358854045,,,,,,,,harassment,chief,,,,,,,center,,,,,,,
13,DOMMOV,0.008170190238908614,0.010988826441351983,,,,,,,0.010330513614843717,,,,,,,,television,organizations,,,,,,,case,,,,,,,
14,DOMMOV,0.00828088512922604,0.0115276799888637,,,,,,,0.010802569624203751,,,,,,,,does,restrictions,,,,,,,july,,,,,,,
15,DOMMOV,0.008629171665071366,0.012177645023268083,,,,,,,0.011259802846039595,,,,,,,,code,dismissed,,,,,,,small,,,,,,,
16,DOMMOV,0.00909765292475192,0.012373514648406225,,,,,,,0.011676138057466203,,,,,,,,reportedly,visits,,,,,,,age,,,,,,,
17,DOMMOV,0.009211806510083497,0.01263896419506643,,,,,,,0.011806780502998925,,,,,,,,president,child,,,,,,,school,,,,,,,
18,DOMMOV,0.009591251328323976,0.014851636286872852,,,,,,,0.013227939169423062,,,,,,,,security,denied,,,,,,,constitution,,,,,,,
19,DOMMOV,0.010009041595789228,0.016694428265639702,,,,,,,0.015731335288068762,,,,,,,,students,fgm,,,,,,,government generally,,,,,,,
0,FORMOV,0.006117760291492306,0.008987365508690283,,,,,,,0.009483259531099708,,,,,,,,national service,idps,,,,,,,investigations,,,,,,,
1,FORMOV,0.006269984213619581,0.00900024888000966,,,,,,,0.009632688012446895,,,,,,,,numerous,constitution,,,,,,,practice,,,,,,,
2,FORMOV,0.006382840913773794,0.00900416813672259,,,,,,,0.009721409731581957,,,,,,,,campaign,banda,,,,,,,resources,,,,,,,
3,FORMOV,0.006464299357559675,0.009015335790775908,,,,,,,0.009897254801385392,,,,,,,,areas,views,,,,,,,demonstrations,,,,,,,
4,FORMOV,0.0065391757492681245,0.00930020746646296,,,,,,,0.009977152741272876,,,,,,,,forces,action,,,,,,,asylum,,,,,,,
5,FORMOV,0.006569437368734226,0.009310565952927782,,,,,,,0.00999961974039222,,,,,,,,crimes,sector,,,,,,,cabinet,,,,,,,
6,FORMOV,0.006899807822125861,0.009360232213847696,,,,,,,0.010105767721567247,,,,,,,,sentences,unions,,,,,,,right,,,,,,,
7,FORMOV,0.006937166035956825,0.009378439569764576,,,,,,,0.010248777005605624,,,,,,,,bidoon,pressure,,,,,,,election,,,,,,,
8,FORMOV,0.007158064638180509,0.009459890483460775,,,,,,,0.010392971585995107,,,,,,,,defendants,evidence,,,,,,,regional,,,,,,,
9,FORMOV,0.0071699451139134495,0.009787889645243368,,,,,,,0.010520805086475966,,,,,,,,exit,high,,,,,,,effectively,,,,,,,
10,FORMOV,0.00724854112809026,0.009895903166565653,,,,,,,0.010579603727101095,,,,,,,,ngo,outside,,,,,,,respected,,,,,,,
11,FORMOV,0.007540120988135111,0.010402224269568446,,,,,,,0.010602240387847432,,,,,,,,responsible,icrc,,,,,,,generally respected,,,,,,,
12,FORMOV,0.007978428561430974,0.010447176322991789,,,,,,,0.010793513160840575,,,,,,,,government did,employee,,,,,,,society,,,,,,,
13,FORMOV,0.008289819670896146,0.010667290063729126,,,,,,,0.010895842921575437,,,,,,,,banned,forms,,,,,,,july,,,,,,,
14,FORMOV,0.008359668969579093,0.010827067381908964,,,,,,,0.011091916390414557,,,,,,,,government continued,security,,,,,,,law provides,,,,,,,
15,FORMOV,0.008632434447317382,0.011087497502708817,,,,,,,0.011537180518685351,,,,,,,,frequently,register,,,,,,,islands,,,,,,,
16,FORMOV,0.010217565675473644,0.011199007317784289,,,,,,,0.011746259613866456,,,,,,,,media,committee,,,,,,,forced,,,,,,,
17,FORMOV,0.010811761734670024,0.011593709620272483,,,,,,,0.011934424085254618,,,,,,,,prisons,jobs,,,,,,,government generally,,,,,,,
18,FORMOV,0.012645758499174367,0.011631055565010711,,,,,,,0.012908846368611228,,,,,,,,number,coup,,,,,,,civilian,,,,,,,
19,FORMOV,0.013407560798928629,0.014103648146577675,,,,,,,0.016690230833343495,,,,,,,,citizens,victim,,,,,,,prison,,,,,,,
0,ASSN,0.00832489118835741,0.011986498896690689,,,,,,,0.010256761087366489,,,,,,,,city,concern,,,,,,,enforced,,,,,,,
1,ASSN,0.0085137584296066,0.012149750574864211,,,,,,,0.010457333629626009,,,,,,,,permit,air,,,,,,,independent,,,,,,,
2,ASSN,0.008610536043897679,0.012293567459424478,,,,,,,0.010667434890133165,,,,,,,,provide,trafficking,,,,,,,result,,,,,,,
3,ASSN,0.008715865353737327,0.012490661744122961,,,,,,,0.010752455765047372,,,,,,,,fn,registered,,,,,,,personnel,,,,,,,
4,ASSN,0.009045533029349616,0.012537742907542351,,,,,,,0.010980227898644751,,,,,,,,anjouan,organized,,,,,,,defense,,,,,,,
5,ASSN,0.009078023333239442,0.012767486512794827,,,,,,,0.011048242808685715,,,,,,,,courts,limited,,,,,,,september,,,,,,,
6,ASSN,0.009230071613300797,0.012877383663532712,,,,,,,0.011052009759355833,,,,,,,,nepal,hiv,,,,,,,elections,,,,,,,
7,ASSN,0.009490832811113936,0.013059266747372756,,,,,,,0.011201561653787884,,,,,,,,detained,freedom association,,,,,,,military,,,,,,,
8,ASSN,0.00949219603388625,0.013511843004573486,,,,,,,0.0112272860102611,,,,,,,,union,section,,,,,,,ministry labor,,,,,,,
9,ASSN,0.00967214052713676,0.013627529250801382,,,,,,,0.011467685870582445,,,,,,,,king,attempted,,,,,,,civil,,,,,,,
10,ASSN,0.009771930196268411,0.013698304173931055,,,,,,,0.011727602509435914,,,,,,,,death,demonstrators,,,,,,,prohibits,,,,,,,
11,ASSN,0.00979020055488631,0.013730067141871976,,,,,,,0.011868084291219034,,,,,,,,sultan,killing,,,,,,,officer,,,,,,,
12,ASSN,0.009847922802571137,0.013763137003676379,,,,,,,0.012233522762092719,,,,,,,,bacar,voters,,,,,,,public,,,,,,,
13,ASSN,0.01015275260393946,0.013958457443557247,,,,,,,0.012283825983538782,,,,,,,,restricted,allegedly,,,,,,,press,,,,,,,
14,ASSN,0.01044715970647488,0.015909946666597993,,,,,,,0.012365661602092832,,,,,,,,sexual,freedom,,,,,,,suspects,,,,,,,
15,ASSN,0.011058284409352477,0.016451296179522613,,,,,,,0.012502101086648832,,,,,,,,imprisonment,criticized,,,,,,,police officer,,,,,,,
16,ASSN,0.011119205797948856,0.016608196660295386,,,,,,,0.012654948311376346,,,,,,,,foreign,employment,,,,,,,legislation,,,,,,,
17,ASSN,0.011347037173430153,0.017124211622230018,,,,,,,0.014456392473019466,,,,,,,,individuals,right,,,,,,,generally,,,,,,,
18,ASSN,0.012289875747334533,0.017655024522430424,,,,,,,0.0169411876068864,,,,,,,,demonstrations,claimed,,,,,,,journalists,,,,,,,
19,ASSN,0.012891064343464424,0.023754134083853868,,,,,,,0.018282441383565076,,,,,,,,political,demonstration,,,,,,,government generally,,,,,,,
0,ELECSD,0.008146561978517574,0.012034513896461816,,,,,,,0.01056679594400408,,,,,,,,committee,hiv aids,,,,,,,regarding,,,,,,,
1,ELECSD,0.0081794769154709,0.012054892295536303,,,,,,,0.010579346321710351,,,,,,,,widespread,custody,,,,,,,prevention,,,,,,,
2,ELECSD,0.008558331511198374,0.012216737293549327,,,,,,,0.010818612229512274,,,,,,,,torture,anjouan,,,,,,,law prohibits,,,,,,,
3,ELECSD,0.008616647070926334,0.012220023334673638,,,,,,,0.01123447688096066,,,,,,,,approximately,bidoon,,,,,,,government generally,,,,,,,
4,ELECSD,0.0087110520903083,0.012282204987439113,,,,,,,0.011265859491034149,,,,,,,,seven,limited,,,,,,,program,,,,,,,
5,ELECSD,0.008807888412887174,0.012302221238855307,,,,,,,0.011290653965538612,,,,,,,,refugees,status,,,,,,,specific,,,,,,,
6,ELECSD,0.008897029670906343,0.01234866939244866,,,,,,,0.011438235667659037,,,,,,,,september,critical,,,,,,,mental,,,,,,,
7,ELECSD,0.008900302812396593,0.012708496407859614,,,,,,,0.0116500679712686,,,,,,,,power,concerns,,,,,,,investigated,,,,,,,
8,ELECSD,0.009000538258952548,0.012708618543147455,,,,,,,0.011832699005578052,,,,,,,,sentenced,nevis,,,,,,,november,,,,,,,
9,ELECSD,0.0090358247789582,0.01286118737222327,,,,,,,0.011908600964096846,,,,,,,,did,chuuk,,,,,,,use,,,,,,,
